timestamp,player_num,timer,has_round_started,is_round_over,fight_result,p1_character_id,p1_health,p1_x,p1_y,p1_jumping,p1_crouching,p1_is_player_in_move,p1_move_id,p2_character_id,p2_health,p2_x,p2_y,p2_jumping,p2_crouching,p2_is_player_in_move,p2_move_id,distance_between_players,a,b,x,y,l,r,start,select,up,down,left,right
2025-05-09 21:51:20.411906,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,True,False,False
2025-05-09 21:51:20.439717,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,True,True,False
2025-05-09 21:51:20.456718,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:20.475722,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,True,False,False,False,False,False,False,True,False
2025-05-09 21:51:20.493716,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:20.509432,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:20.525465,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,True
2025-05-09 21:51:20.540827,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,True,False,True
2025-05-09 21:51:20.557870,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:20.572833,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,True,False,False
2025-05-09 21:51:20.591328,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,True,True,False
2025-05-09 21:51:20.607805,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
2025-05-09 21:51:20.624851,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,True,False,False,False,False,False,False,True,False
2025-05-09 21:51:20.641751,1,100,True,False,NOT_OVER,7,176,132,192,False,False,False,0,4,176,307,192,False,False,False,0,175,False,False,False,False,False,False,False,False,False,False,False,False
